participant_id,version,mode,item_number,block,letter_name,rotation_angle,mirrored,condition,difficulty,stimuli_path,key_correct,key_response,correct,reaction_time_ms,start_time,end_time,break_duration_ms
alvin_02,1,demo,1,practice,R,-135,True,mirrored,135,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/mental_rotation/bidimensional_mental_rotation/stimuli/images/demo_images/2.png,m,k,0,888,2025-08-03 23:30:27,2025-08-03 23:30:35,0
alvin_02,1,demo,3,practice,F,-45,True,mirrored,45,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/mental_rotation/bidimensional_mental_rotation/stimuli/images/demo_images/1.png,m,d,0,322,2025-08-03 23:30:27,2025-08-03 23:30:37,0
alvin_02,1,demo,5,practice,J,-135,False,normal,135,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/mental_rotation/bidimensional_mental_rotation/stimuli/images/demo_images/3.png,v,d,0,384,2025-08-03 23:30:27,2025-08-03 23:30:39,0
alvin_02,1,demo,7,practice,J,135,False,normal,135,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/mental_rotation/bidimensional_mental_rotation/stimuli/images/demo_images/4.png,v,k,0,324,2025-08-03 23:30:27,2025-08-03 23:30:41,0
alvin_02,1,demo,9,practice,F,-75,False,normal,75,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/mental_rotation/bidimensional_mental_rotation/stimuli/images/demo_images/5.png,v,k,0,206,2025-08-03 23:30:27,2025-08-03 23:30:43,0
