participant_id,group,block,trial,tap_num,type,ISI_ms,condition,difficulty,stimuli_path,synchronized_sound_tick_ms,key_response_tick_ms,interval_ms,trial_type,key_correct,start_time,end_time
alvin,al,block3,11,116,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,86208,620,True,107,2025-08-04_14-25-17,2025-08-04_14-25-24
alvin,al,block3,11,117,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,86727,519,True,107,2025-08-04_14-25-17,2025-08-04_14-25-24
alvin,al,block3,11,118,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,87262,535,True,107,2025-08-04_14-25-17,2025-08-04_14-25-24
alvin,al,block3,12,119,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,88276,88277,,False,107,2025-08-04_14-25-24,2025-08-04_14-25-30
alvin,al,block3,12,120,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,88876,89234,957,False,107,2025-08-04_14-25-24,2025-08-04_14-25-30
alvin,al,block3,12,121,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,89476,89739,505,False,107,2025-08-04_14-25-24,2025-08-04_14-25-30
alvin,al,block3,12,122,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,90076,90434,695,False,107,2025-08-04_14-25-24,2025-08-04_14-25-30
alvin,al,block3,12,123,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,90676,91032,598,False,107,2025-08-04_14-25-24,2025-08-04_14-25-30
alvin,al,block3,12,124,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,91666,634,False,107,2025-08-04_14-25-24,2025-08-04_14-25-30
alvin,al,block3,12,125,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,92155,489,False,107,2025-08-04_14-25-24,2025-08-04_14-25-30
alvin,al,block3,12,126,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,92531,376,False,107,2025-08-04_14-25-24,2025-08-04_14-25-30
alvin,al,block3,12,127,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,92772,241,False,107,2025-08-04_14-25-24,2025-08-04_14-25-30
alvin,al,block3,12,128,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,93002,230,False,107,2025-08-04_14-25-24,2025-08-04_14-25-30
alvin,al,block3,13,129,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,94015,94018,,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block3,13,130,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,94615,95205,1187,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block3,13,131,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,95215,,,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block3,13,132,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,95815,95890,,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block3,13,133,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,96415,97006,1116,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block3,13,134,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,97015,97598,592,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block3,13,135,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,97957,359,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block3,13,136,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,98296,339,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block3,13,137,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,98694,398,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block3,13,138,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,99154,460,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block3,13,139,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,99566,412,True,107,2025-08-04_14-25-30,2025-08-04_14-25-36
alvin,al,block4,14,140,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,105417,105419,,False,107,2025-08-04_14-25-41,2025-08-04_14-25-47
alvin,al,block4,14,141,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,106017,106464,1045,False,107,2025-08-04_14-25-41,2025-08-04_14-25-47
alvin,al,block4,14,142,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,106617,106923,459,False,107,2025-08-04_14-25-41,2025-08-04_14-25-47
alvin,al,block4,14,143,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,107217,107553,630,False,107,2025-08-04_14-25-41,2025-08-04_14-25-47
alvin,al,block4,14,144,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,107817,108386,833,False,107,2025-08-04_14-25-41,2025-08-04_14-25-47
alvin,al,block4,14,145,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,108902,516,False,107,2025-08-04_14-25-41,2025-08-04_14-25-47
alvin,al,block4,14,146,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,109263,361,False,107,2025-08-04_14-25-41,2025-08-04_14-25-47
alvin,al,block4,14,147,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,109494,231,False,107,2025-08-04_14-25-41,2025-08-04_14-25-47
alvin,al,block4,14,148,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,109846,352,False,107,2025-08-04_14-25-41,2025-08-04_14-25-47
alvin,al,block4,14,149,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,110249,403,False,107,2025-08-04_14-25-41,2025-08-04_14-25-47
alvin,al,block4,15,150,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,111263,111265,,False,107,2025-08-04_14-25-47,2025-08-04_14-25-53
alvin,al,block4,15,151,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,111863,112382,1117,False,107,2025-08-04_14-25-47,2025-08-04_14-25-53
alvin,al,block4,15,152,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,112463,112957,575,False,107,2025-08-04_14-25-47,2025-08-04_14-25-53
alvin,al,block4,15,153,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,113063,113341,384,False,107,2025-08-04_14-25-47,2025-08-04_14-25-53
alvin,al,block4,15,154,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,113663,113737,396,False,107,2025-08-04_14-25-47,2025-08-04_14-25-53
alvin,al,block4,15,155,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,114676,939,False,107,2025-08-04_14-25-47,2025-08-04_14-25-53
alvin,al,block4,15,156,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,115056,380,False,107,2025-08-04_14-25-47,2025-08-04_14-25-53
alvin,al,block4,15,157,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,115386,330,False,107,2025-08-04_14-25-47,2025-08-04_14-25-53
alvin,al,block4,15,158,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,115760,374,False,107,2025-08-04_14-25-47,2025-08-04_14-25-53
alvin,al,block4,15,159,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,116506,746,False,107,2025-08-04_14-25-47,2025-08-04_14-25-53
alvin,al,block4,16,160,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,117519,117523,,False,107,2025-08-04_14-25-53,2025-08-04_14-25-58
alvin,al,block4,16,161,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,118119,118148,625,False,107,2025-08-04_14-25-53,2025-08-04_14-25-58
alvin,al,block4,16,162,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,118719,118734,586,False,107,2025-08-04_14-25-53,2025-08-04_14-25-58
alvin,al,block4,16,163,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,119319,119567,833,False,107,2025-08-04_14-25-53,2025-08-04_14-25-58
alvin,al,block4,16,164,synchronized,600,synchronized,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,119919,120103,536,False,107,2025-08-04_14-25-53,2025-08-04_14-25-58
alvin,al,block4,16,165,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,120621,518,False,107,2025-08-04_14-25-53,2025-08-04_14-25-58
alvin,al,block4,16,166,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,120893,272,False,107,2025-08-04_14-25-53,2025-08-04_14-25-58
alvin,al,block4,16,167,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,121157,264,False,107,2025-08-04_14-25-53,2025-08-04_14-25-58
alvin,al,block4,16,168,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,121419,262,False,107,2025-08-04_14-25-53,2025-08-04_14-25-58
alvin,al,block4,16,169,self_paced,600,self_paced,600,/Users/alvinm/Documents/Documents/Academic/Research/CognAC/cerebellum/time/tapping/stimuli/tapping_task_tone_900Hz_50ms_0.25amp.wav,,121605,186,False,107,2025-08-04_14-25-53,2025-08-04_14-25-58
