task,participant_id,dominant_hand,hand_used,mode,mapping,trial,block,type,condition,key_correct,key_response,stimulus_key_response,isi_key_response,joy_correct,joy_response,stimulus_joy_response,isi_joy_response,correct,reaction_time,error_type,start_time,end_time,global_start_time,global_end_time
ccs,ratata01,right,right,full,1,1,p1,practice,motor,NA,NA,NA,NA,left,left,left,NA,1,588,NA,2026-03-07-19-20-46,2026-03-07-19-20-49,2026-03-07-19-19-25,2026-03-07-19-20-49
ccs,ratata01,right,right,full,1,2,p1,practice,motor,NA,NA,NA,NA,left,left,left,NA,1,284,NA,2026-03-07-19-20-46,2026-03-07-19-20-52,2026-03-07-19-19-25,2026-03-07-19-20-52
ccs,ratata01,right,right,full,1,3,p1,practice,motor,NA,NA,NA,NA,left,left,left,NA,1,580,NA,2026-03-07-19-20-46,2026-03-07-19-20-55,2026-03-07-19-19-25,2026-03-07-19-20-55
ccs,ratata01,right,right,full,1,4,p1,practice,motor_catch,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,2026-03-07-19-20-46,2026-03-07-19-20-59,2026-03-07-19-19-25,2026-03-07-19-20-59
ccs,ratata01,right,right,full,1,5,p1,practice,motor,NA,NA,NA,NA,left,left,left,NA,1,321,NA,2026-03-07-19-20-46,2026-03-07-19-21-01,2026-03-07-19-19-25,2026-03-07-19-21-01
ccs,ratata01,right,right,full,1,6,p1,practice,motor,NA,NA,NA,NA,left,NA,NA,NA,0,0,no_response,2026-03-07-19-20-46,2026-03-07-19-21-06,2026-03-07-19-19-25,2026-03-07-19-21-06
ccs,ratata01,right,right,full,1,7,p1,practice,motor,NA,NA,NA,NA,left,left,left,NA,1,352,NA,2026-03-07-19-20-46,2026-03-07-19-21-08,2026-03-07-19-19-25,2026-03-07-19-21-08
ccs,ratata01,right,right,full,1,8,p1,practice,motor,NA,NA,NA,NA,left,left,left,NA,1,328,NA,2026-03-07-19-20-46,2026-03-07-19-21-11,2026-03-07-19-19-25,2026-03-07-19-21-11
ccs,ratata01,right,right,full,1,9,p1,practice,motor,NA,NA,NA,NA,left,left,left,NA,1,312,NA,2026-03-07-19-20-46,2026-03-07-19-21-14,2026-03-07-19-19-25,2026-03-07-19-21-14
ccs,ratata01,right,right,full,1,10,p1,practice,motor_catch,NA,NA,NA,NA,NA,left,left,NA,0,157,catch_error,2026-03-07-19-20-46,2026-03-07-19-21-17,2026-03-07-19-19-25,2026-03-07-19-21-17
ccs,ratata01,right,right,full,1,11,p1,practice,motor,NA,NA,NA,NA,left,left,left,NA,1,372,NA,2026-03-07-19-20-46,2026-03-07-19-21-19,2026-03-07-19-19-25,2026-03-07-19-21-19
ccs,ratata01,right,right,full,1,12,p1,practice,motor,NA,NA,NA,NA,left,left,left,NA,1,396,NA,2026-03-07-19-20-46,2026-03-07-19-21-22,2026-03-07-19-19-25,2026-03-07-19-21-22
ccs,ratata01,right,right,full,1,1,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,396,NA,2026-03-07-19-21-40,2026-03-07-19-21-41,2026-03-07-19-19-25,2026-03-07-19-21-41
ccs,ratata01,right,right,full,1,2,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,428,NA,2026-03-07-19-21-40,2026-03-07-19-21-43,2026-03-07-19-19-25,2026-03-07-19-21-43
ccs,ratata01,right,right,full,1,3,b1,experimental,motor_catch,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,2026-03-07-19-21-40,2026-03-07-19-21-47,2026-03-07-19-19-25,2026-03-07-19-21-47
ccs,ratata01,right,right,full,1,4,b1,experimental,motor,NA,NA,NA,NA,left,left,NA,left,0,2324,correct_delay_error,2026-03-07-19-21-40,2026-03-07-19-21-50,2026-03-07-19-19-25,2026-03-07-19-21-50
ccs,ratata01,right,right,full,1,5,b1,experimental,motor,NA,NA,NA,NA,left,left,NA,left,0,2298,correct_delay_error,2026-03-07-19-21-40,2026-03-07-19-21-54,2026-03-07-19-19-25,2026-03-07-19-21-54
ccs,ratata01,right,right,full,1,6,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,500,NA,2026-03-07-19-21-40,2026-03-07-19-21-56,2026-03-07-19-19-25,2026-03-07-19-21-56
ccs,ratata01,right,right,full,1,7,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,316,NA,2026-03-07-19-21-40,2026-03-07-19-21-58,2026-03-07-19-19-25,2026-03-07-19-21-58
ccs,ratata01,right,right,full,1,8,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,306,NA,2026-03-07-19-21-40,2026-03-07-19-22-00,2026-03-07-19-19-25,2026-03-07-19-22-00
ccs,ratata01,right,right,full,1,9,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,297,NA,2026-03-07-19-21-40,2026-03-07-19-22-01,2026-03-07-19-19-25,2026-03-07-19-22-01
ccs,ratata01,right,right,full,1,10,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,308,NA,2026-03-07-19-21-40,2026-03-07-19-22-03,2026-03-07-19-19-25,2026-03-07-19-22-03
ccs,ratata01,right,right,full,1,11,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,341,NA,2026-03-07-19-21-40,2026-03-07-19-22-05,2026-03-07-19-19-25,2026-03-07-19-22-05
ccs,ratata01,right,right,full,1,12,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,336,NA,2026-03-07-19-21-40,2026-03-07-19-22-07,2026-03-07-19-19-25,2026-03-07-19-22-07
ccs,ratata01,right,right,full,1,13,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,293,NA,2026-03-07-19-21-40,2026-03-07-19-22-09,2026-03-07-19-19-25,2026-03-07-19-22-09
ccs,ratata01,right,right,full,1,14,b1,experimental,motor,NA,NA,NA,NA,left,left,NA,left,0,2321,correct_delay_error,2026-03-07-19-21-40,2026-03-07-19-22-12,2026-03-07-19-19-25,2026-03-07-19-22-12
ccs,ratata01,right,right,full,1,15,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,332,NA,2026-03-07-19-21-40,2026-03-07-19-22-14,2026-03-07-19-19-25,2026-03-07-19-22-14
ccs,ratata01,right,right,full,1,16,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,317,NA,2026-03-07-19-21-40,2026-03-07-19-22-16,2026-03-07-19-19-25,2026-03-07-19-22-16
ccs,ratata01,right,right,full,1,17,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,329,NA,2026-03-07-19-21-40,2026-03-07-19-22-18,2026-03-07-19-19-25,2026-03-07-19-22-18
ccs,ratata01,right,right,full,1,18,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,340,NA,2026-03-07-19-21-40,2026-03-07-19-22-20,2026-03-07-19-19-25,2026-03-07-19-22-20
ccs,ratata01,right,right,full,1,19,b1,experimental,motor_catch,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,2026-03-07-19-21-40,2026-03-07-19-22-23,2026-03-07-19-19-25,2026-03-07-19-22-23
ccs,ratata01,right,right,full,1,20,b1,experimental,motor,d,d,d,NA,NA,NA,NA,NA,1,264,NA,2026-03-07-19-21-40,2026-03-07-19-22-25,2026-03-07-19-19-25,2026-03-07-19-22-25
ccs,ratata01,right,right,full,1,21,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,332,NA,2026-03-07-19-21-40,2026-03-07-19-22-27,2026-03-07-19-19-25,2026-03-07-19-22-27
ccs,ratata01,right,right,full,1,22,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,328,NA,2026-03-07-19-21-40,2026-03-07-19-22-29,2026-03-07-19-19-25,2026-03-07-19-22-29
ccs,ratata01,right,right,full,1,23,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,220,NA,2026-03-07-19-21-40,2026-03-07-19-22-31,2026-03-07-19-19-25,2026-03-07-19-22-31
ccs,ratata01,right,right,full,1,24,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,296,NA,2026-03-07-19-21-40,2026-03-07-19-22-32,2026-03-07-19-19-25,2026-03-07-19-22-32
ccs,ratata01,right,right,full,1,25,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,321,NA,2026-03-07-19-21-40,2026-03-07-19-22-34,2026-03-07-19-19-25,2026-03-07-19-22-34
ccs,ratata01,right,right,full,1,26,b1,experimental,motor_catch,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,2026-03-07-19-21-40,2026-03-07-19-22-37,2026-03-07-19-19-25,2026-03-07-19-22-37
ccs,ratata01,right,right,full,1,27,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,320,NA,2026-03-07-19-21-40,2026-03-07-19-22-39,2026-03-07-19-19-25,2026-03-07-19-22-39
ccs,ratata01,right,right,full,1,28,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,360,NA,2026-03-07-19-21-40,2026-03-07-19-22-41,2026-03-07-19-19-25,2026-03-07-19-22-41
ccs,ratata01,right,right,full,1,29,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,301,NA,2026-03-07-19-21-40,2026-03-07-19-22-43,2026-03-07-19-19-25,2026-03-07-19-22-43
ccs,ratata01,right,right,full,1,30,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,316,NA,2026-03-07-19-21-40,2026-03-07-19-22-45,2026-03-07-19-19-25,2026-03-07-19-22-45
ccs,ratata01,right,right,full,1,31,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,293,NA,2026-03-07-19-21-40,2026-03-07-19-22-47,2026-03-07-19-19-25,2026-03-07-19-22-47
ccs,ratata01,right,right,full,1,32,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,289,NA,2026-03-07-19-21-40,2026-03-07-19-22-48,2026-03-07-19-19-25,2026-03-07-19-22-48
ccs,ratata01,right,right,full,1,33,b1,experimental,motor,NA,NA,NA,NA,left,left,left,left,1,280,NA,2026-03-07-19-21-40,2026-03-07-19-22-50,2026-03-07-19-19-25,2026-03-07-19-22-50
ccs,ratata01,right,right,full,1,1,p2,practice,motor,NA,NA,NA,NA,right,right,right,NA,1,356,NA,2026-03-07-19-23-39,2026-03-07-19-23-42,2026-03-07-19-19-25,2026-03-07-19-23-42
ccs,ratata01,right,right,full,1,2,p2,practice,motor,NA,NA,NA,NA,right,right,right,NA,1,340,NA,2026-03-07-19-23-39,2026-03-07-19-23-45,2026-03-07-19-19-25,2026-03-07-19-23-45
ccs,ratata01,right,right,full,1,3,p2,practice,motor,NA,NA,NA,NA,right,right,right,NA,1,372,NA,2026-03-07-19-23-39,2026-03-07-19-23-48,2026-03-07-19-19-25,2026-03-07-19-23-48
ccs,ratata01,right,right,full,1,4,p2,practice,motor,k,k,k,NA,NA,NA,NA,NA,1,327,NA,2026-03-07-19-23-39,2026-03-07-19-23-51,2026-03-07-19-19-25,2026-03-07-19-23-51
ccs,ratata01,right,right,full,1,5,p2,practice,motor,NA,NA,NA,NA,right,right,NA,right,0,3344,correct_delay_error,2026-03-07-19-23-39,2026-03-07-19-23-55,2026-03-07-19-19-25,2026-03-07-19-23-55
ccs,ratata01,right,right,full,1,6,p2,practice,motor_catch,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,2026-03-07-19-23-39,2026-03-07-19-23-59,2026-03-07-19-19-25,2026-03-07-19-23-59
ccs,ratata01,right,right,full,1,7,p2,practice,motor,NA,NA,NA,NA,right,right,right,NA,1,292,NA,2026-03-07-19-23-39,2026-03-07-19-24-01,2026-03-07-19-19-25,2026-03-07-19-24-01
ccs,ratata01,right,right,full,1,8,p2,practice,motor,NA,NA,NA,NA,right,right,right,NA,1,368,NA,2026-03-07-19-23-39,2026-03-07-19-24-04,2026-03-07-19-19-25,2026-03-07-19-24-04
ccs,ratata01,right,right,full,1,9,p2,practice,motor,NA,NA,NA,NA,right,right,right,NA,1,336,NA,2026-03-07-19-23-39,2026-03-07-19-24-07,2026-03-07-19-19-25,2026-03-07-19-24-07
ccs,ratata01,right,right,full,1,10,p2,practice,motor,NA,NA,NA,NA,right,right,right,NA,1,344,NA,2026-03-07-19-23-39,2026-03-07-19-24-10,2026-03-07-19-19-25,2026-03-07-19-24-10
