participant_id,version,mode,item_number,block,type,object_id,rotation_angle,different,condition,difficulty,stimuli_path,key_correct,key_response,correct,reaction_time_ms,start_time,end_time,break_duration_ms
amanda32,2,full,16,block1,test,9,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/154.jpg,k,k,1,2336,2025-08-17 21:59:20,2025-08-17 22:02:58,0
amanda32,2,full,18,block1,test,2,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/144.jpg,k,k,1,1446,2025-08-17 21:59:20,2025-08-17 22:03:00,0
amanda32,2,full,20,block1,test,33,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/115.jpg,d,k,0,1731,2025-08-17 21:59:20,2025-08-17 22:03:02,0
amanda32,2,full,22,block1,test,16,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/27.jpg,d,d,1,3226,2025-08-17 21:59:20,2025-08-17 22:03:06,0
amanda32,2,full,24,block1,test,23,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/38.jpg,d,d,1,2892,2025-08-17 21:59:20,2025-08-17 22:03:10,0
amanda32,2,full,26,block1,test,21,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/11.jpg,d,d,1,4150,2025-08-17 21:59:20,2025-08-17 22:03:15,0
amanda32,2,full,28,block1,test,29,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/46.jpg,k,k,1,1967,2025-08-17 21:59:20,2025-08-17 22:03:18,0
amanda32,2,full,30,block1,test,31,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/96.jpg,d,d,1,2890,2025-08-17 21:59:20,2025-08-17 22:03:21,0
amanda32,2,full,32,block1,test,33,150,False,same,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/150.jpg,k,k,1,4081,2025-08-17 21:59:20,2025-08-17 22:03:26,0
amanda32,2,full,34,block1,test,1,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/151.jpg,d,d,1,3240,2025-08-17 21:59:20,2025-08-17 22:03:30,0
amanda32,2,full,36,block1,test,25,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/81.jpg,d,d,1,3667,2025-08-17 21:59:20,2025-08-17 22:03:35,0
amanda32,2,full,38,block1,test,11,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/26.jpg,k,k,1,5055,2025-08-17 21:59:20,2025-08-17 22:03:40,0
amanda32,2,full,40,block1,test,23,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/135.jpg,d,,0,7500,2025-08-17 21:59:20,2025-08-17 22:03:49,0
amanda32,2,full,42,block1,test,4,150,False,same,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/39.jpg,k,k,1,1602,2025-08-17 21:59:20,2025-08-17 22:03:51,0
amanda32,2,full,44,block1,test,5,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/118.jpg,d,k,0,430,2025-08-17 21:59:20,2025-08-17 22:03:52,0
amanda32,2,full,46,block1,test,43,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/93.jpg,d,k,0,16,2025-08-17 21:59:20,2025-08-17 22:03:53,0
amanda32,2,full,48,block1,test,15,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/122.jpg,k,k,1,65,2025-08-17 21:59:20,2025-08-17 22:03:54,0
amanda32,2,full,50,block1,test,14,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/34.jpg,d,k,0,50,2025-08-17 21:59:20,2025-08-17 22:03:55,0
amanda32,2,full,52,block1,test,11,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/185.jpg,d,k,0,133,2025-08-17 21:59:20,2025-08-17 22:03:56,0
amanda32,2,full,54,block1,test,46,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/50.jpg,k,k,1,134,2025-08-17 21:59:20,2025-08-17 22:03:57,0
amanda32,2,full,56,block1,test,31,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/102.jpg,k,k,1,210,2025-08-17 21:59:20,2025-08-17 22:03:58,0
amanda32,2,full,58,block1,test,36,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/80.jpg,k,k,1,9,2025-08-17 21:59:20,2025-08-17 22:03:58,0
amanda32,2,full,60,block1,test,24,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/189.jpg,d,k,0,130,2025-08-17 21:59:20,2025-08-17 22:03:59,0
amanda32,2,full,62,block1,test,21,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/169.jpg,k,k,1,210,2025-08-17 21:59:20,2025-08-17 22:04:00,0
amanda32,2,full,64,block1,test,8,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/4.jpg,k,k,1,113,2025-08-17 21:59:20,2025-08-17 22:04:01,0
amanda32,2,full,66,block1,test,48,150,False,same,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/181.jpg,k,k,1,10,2025-08-17 21:59:20,2025-08-17 22:04:02,0
amanda32,2,full,68,block1,test,47,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/103.jpg,d,k,0,63,2025-08-17 21:59:20,2025-08-17 22:04:03,0
amanda32,2,full,70,block1,test,34,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/75.jpg,k,k,1,140,2025-08-17 21:59:20,2025-08-17 22:04:04,0
amanda32,2,full,72,block1,test,29,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/42.jpg,d,k,0,5,2025-08-17 21:59:20,2025-08-17 22:04:04,0
amanda32,2,full,74,block1,test,10,150,False,same,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/192.jpg,k,k,1,78,2025-08-17 21:59:20,2025-08-17 22:04:05,0
amanda32,2,full,76,block1,test,30,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/120.jpg,d,k,0,78,2025-08-17 21:59:20,2025-08-17 22:04:06,0
amanda32,2,full,78,block1,test,15,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/117.jpg,k,k,1,28,2025-08-17 21:59:20,2025-08-17 22:04:07,0
amanda32,2,full,80,block1,test,17,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/186.jpg,k,k,1,187,2025-08-17 21:59:20,2025-08-17 22:04:08,0
amanda32,2,full,82,block1,test,39,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/86.jpg,d,k,0,112,2025-08-17 21:59:20,2025-08-17 22:04:09,0
amanda32,2,full,84,block1,test,44,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/136.jpg,d,k,0,93,2025-08-17 21:59:20,2025-08-17 22:04:10,0
amanda32,2,full,86,block1,test,47,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/166.jpg,k,k,1,67,2025-08-17 21:59:20,2025-08-17 22:04:10,0
amanda32,2,full,88,block1,test,27,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/23.jpg,k,k,1,105,2025-08-17 21:59:20,2025-08-17 22:04:11,0
amanda32,2,full,90,block1,test,13,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/3.jpg,d,k,0,114,2025-08-17 21:59:20,2025-08-17 22:04:12,0
amanda32,2,full,92,block1,test,12,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/109.jpg,d,k,0,128,2025-08-17 21:59:20,2025-08-17 22:04:13,0
amanda32,2,full,94,block1,test,47,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/145.jpg,d,k,0,103,2025-08-17 21:59:20,2025-08-17 22:04:14,0
amanda32,2,full,96,block1,test,36,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/98.jpg,k,k,1,28,2025-08-17 21:59:20,2025-08-17 22:04:15,0
amanda32,2,full,98,block1,test,13,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/174.jpg,d,k,0,5,2025-08-17 21:59:20,2025-08-17 22:04:16,0
amanda32,2,full,100,block1,test,29,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test1_images/155.jpg,d,k,0,26,2025-08-17 21:59:20,2025-08-17 22:04:16,0
amanda32,2,full,54,block2,test,15,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/145.jpg,d,k,0,1611,2025-08-17 21:59:20,2025-08-17 22:04:30,3999
amanda32,2,full,56,block2,test,12,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/14.jpg,k,k,1,358,2025-08-17 21:59:20,2025-08-17 22:04:31,3999
amanda32,2,full,58,block2,test,7,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/109.jpg,d,k,0,32,2025-08-17 21:59:20,2025-08-17 22:04:32,3999
amanda32,2,full,60,block2,test,44,150,False,same,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/40.jpg,k,k,1,224,2025-08-17 21:59:20,2025-08-17 22:04:33,3999
amanda32,2,full,62,block2,test,29,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/66.jpg,d,k,0,212,2025-08-17 21:59:20,2025-08-17 22:04:34,3999
amanda32,2,full,64,block2,test,1,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/143.jpg,d,k,0,242,2025-08-17 21:59:20,2025-08-17 22:04:35,3999
amanda32,2,full,66,block2,test,48,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/3.jpg,d,k,0,205,2025-08-17 21:59:20,2025-08-17 22:04:36,3999
amanda32,2,full,68,block2,test,5,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/16.jpg,k,k,1,204,2025-08-17 21:59:20,2025-08-17 22:04:37,3999
amanda32,2,full,70,block2,test,44,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/69.jpg,d,k,0,219,2025-08-17 21:59:20,2025-08-17 22:04:38,3999
amanda32,2,full,72,block2,test,31,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/103.jpg,d,k,0,204,2025-08-17 21:59:20,2025-08-17 22:04:39,3999
amanda32,2,full,74,block2,test,1,150,False,same,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/147.jpg,k,k,1,67,2025-08-17 21:59:20,2025-08-17 22:04:40,3999
amanda32,2,full,76,block2,test,39,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/99.jpg,d,k,0,193,2025-08-17 21:59:20,2025-08-17 22:04:41,3999
amanda32,2,full,78,block2,test,16,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/150.jpg,d,k,0,193,2025-08-17 21:59:20,2025-08-17 22:04:42,3999
amanda32,2,full,80,block2,test,19,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/61.jpg,d,k,0,246,2025-08-17 21:59:20,2025-08-17 22:04:43,3999
amanda32,2,full,82,block2,test,3,150,False,same,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/5.jpg,k,k,1,179,2025-08-17 21:59:20,2025-08-17 22:04:44,3999
amanda32,2,full,84,block2,test,34,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/125.jpg,d,k,0,43,2025-08-17 21:59:20,2025-08-17 22:04:44,3999
amanda32,2,full,86,block2,test,17,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/58.jpg,d,k,0,216,2025-08-17 21:59:20,2025-08-17 22:04:45,3999
amanda32,2,full,88,block2,test,1,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/119.jpg,k,k,1,30,2025-08-17 21:59:20,2025-08-17 22:04:46,3999
amanda32,2,full,90,block2,test,3,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/185.jpg,k,k,1,31,2025-08-17 21:59:20,2025-08-17 22:04:47,3999
amanda32,2,full,92,block2,test,42,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/31.jpg,k,k,1,205,2025-08-17 21:59:20,2025-08-17 22:04:48,3999
amanda32,2,full,94,block2,test,45,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/90.jpg,k,k,1,30,2025-08-17 21:59:20,2025-08-17 22:04:49,3999
amanda32,2,full,96,block2,test,26,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/63.jpg,k,k,1,69,2025-08-17 21:59:20,2025-08-17 22:04:50,3999
amanda32,2,full,98,block2,test,24,150,False,same,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/180.jpg,k,k,1,175,2025-08-17 21:59:20,2025-08-17 22:04:51,3999
amanda32,2,full,100,block2,test,32,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/164.jpg,k,k,1,31,2025-08-17 21:59:20,2025-08-17 22:04:51,3999
amanda32,2,full,102,block2,test,41,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/95.jpg,d,k,0,45,2025-08-17 21:59:20,2025-08-17 22:04:52,3999
amanda32,2,full,104,block2,test,44,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/57.jpg,d,k,0,103,2025-08-17 21:59:20,2025-08-17 22:04:53,3999
amanda32,2,full,106,block2,test,11,150,False,same,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/72.jpg,k,k,1,43,2025-08-17 21:59:20,2025-08-17 22:04:54,3999
amanda32,2,full,108,block2,test,34,150,False,same,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/182.jpg,k,k,1,27,2025-08-17 21:59:20,2025-08-17 22:04:55,3999
amanda32,2,full,110,block2,test,28,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/65.jpg,d,k,0,24,2025-08-17 21:59:20,2025-08-17 22:04:56,3999
amanda32,2,full,112,block2,test,4,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/88.jpg,k,k,1,94,2025-08-17 21:59:20,2025-08-17 22:04:56,3999
amanda32,2,full,114,block2,test,8,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/62.jpg,d,k,0,6,2025-08-17 21:59:20,2025-08-17 22:04:57,3999
amanda32,2,full,116,block2,test,38,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/80.jpg,k,k,1,206,2025-08-17 21:59:20,2025-08-17 22:04:58,3999
amanda32,2,full,118,block2,test,43,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/55.jpg,k,k,1,42,2025-08-17 21:59:20,2025-08-17 22:04:59,3999
amanda32,2,full,120,block2,test,41,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/146.jpg,k,k,1,430,2025-08-17 21:59:20,2025-08-17 22:05:00,3999
amanda32,2,full,122,block2,test,21,100,False,same,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/50.jpg,k,k,1,243,2025-08-17 21:59:20,2025-08-17 22:05:01,3999
amanda32,2,full,124,block2,test,24,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/111.jpg,d,k,0,35,2025-08-17 21:59:20,2025-08-17 22:05:02,3999
amanda32,2,full,126,block2,test,14,150,True,different,150,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/39.jpg,d,k,0,36,2025-08-17 21:59:20,2025-08-17 22:05:03,3999
amanda32,2,full,128,block2,test,3,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/85.jpg,d,k,0,56,2025-08-17 21:59:20,2025-08-17 22:05:04,3999
amanda32,2,full,130,block2,test,5,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/89.jpg,d,k,0,18,2025-08-17 21:59:20,2025-08-17 22:05:04,3999
amanda32,2,full,132,block2,test,27,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/187.jpg,k,k,1,30,2025-08-17 21:59:20,2025-08-17 22:05:05,3999
amanda32,2,full,134,block2,test,20,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/20.jpg,k,k,1,56,2025-08-17 21:59:20,2025-08-17 22:05:06,3999
amanda32,2,full,136,block2,test,45,50,False,same,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/75.jpg,k,k,1,92,2025-08-17 21:59:20,2025-08-17 22:05:07,3999
amanda32,2,full,138,block2,test,13,0,True,different,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/154.jpg,d,k,0,203,2025-08-17 21:59:20,2025-08-17 22:05:08,3999
amanda32,2,full,140,block2,test,42,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/117.jpg,k,k,1,6,2025-08-17 21:59:20,2025-08-17 22:05:09,3999
amanda32,2,full,142,block2,test,36,100,True,different,100,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/64.jpg,d,k,0,405,2025-08-17 21:59:20,2025-08-17 22:05:10,3999
amanda32,2,full,144,block2,test,9,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/100.jpg,d,k,0,353,2025-08-17 21:59:20,2025-08-17 22:05:11,3999
amanda32,2,full,146,block2,test,23,50,True,different,50,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/87.jpg,d,k,0,217,2025-08-17 21:59:20,2025-08-17 22:05:12,3999
amanda32,2,full,148,block2,test,46,0,False,same,0,/Users/amandachirino/Desktop/cerebellum-main_amanda16Agust2015/mental_rotation/tridimensional_mental_rotation/stimuli/images/test2_images/169.jpg,k,k,1,52,2025-08-17 21:59:20,2025-08-17 22:05:13,3999
