task,participant_id,dominant_hand,used_hand,mode,version,trial,block,type,condition,key_correct,key_response,joy_correct,joy_response,correct,reaction_time,start_time,end_time,signal_detection,letter_presented
nBack,ctrl01,right,right,actual,1,246,b9,experimental,3_back,none,none,NA,NA,1,,2026-02-03T17:53:37.807482,2026-02-03T18:10:16.068818,correct_rejection,nb_t
nBack,ctrl01,right,right,actual,1,247,b9,experimental,3_back,none,none,NA,NA,1,,2026-02-03T17:53:37.807482,2026-02-03T18:10:19.092953,correct_rejection,nb_t
nBack,ctrl01,right,right,actual,1,248,b9,experimental,3_back,space,none,NA,NA,0,,2026-02-03T17:53:37.807482,2026-02-03T18:10:22.114342,miss,nb_m
nBack,ctrl01,right,right,actual,1,249,b9,experimental,3_back,none,none,NA,NA,1,,2026-02-03T17:53:37.807482,2026-02-03T18:10:25.148751,correct_rejection,nb_h
nBack,ctrl01,right,right,actual,1,250,b9,experimental,3_back,none,none,NA,NA,1,,2026-02-03T17:53:37.807482,2026-02-03T18:10:28.174420,correct_rejection,nb_j
nBack,ctrl01,right,right,actual,1,251,b9,experimental,3_back,none,none,NA,NA,1,,2026-02-03T17:53:37.807482,2026-02-03T18:10:31.202036,correct_rejection,nb_t
nBack,ctrl01,right,right,actual,1,252,b9,experimental,3_back,none,space,NA,NA,0,1678,2026-02-03T17:53:37.807482,2026-02-03T18:10:34.224493,false_alarm,nb_t
nBack,ctrl01,right,right,actual,1,253,b9,experimental,3_back,none,space,NA,NA,0,898,2026-02-03T17:53:37.807482,2026-02-03T18:10:37.250237,false_alarm,nb_s
nBack,ctrl01,right,right,actual,1,254,b9,experimental,3_back,none,none,NA,NA,1,,2026-02-03T17:53:37.807482,2026-02-03T18:10:40.270300,correct_rejection,nb_f
nBack,ctrl01,right,right,actual,1,255,b9,experimental,3_back,space,none,NA,NA,0,,2026-02-03T17:53:37.807482,2026-02-03T18:10:43.292340,miss,nb_t
nBack,ctrl01,right,right,actual,1,256,b9,experimental,3_back,none,none,NA,NA,1,,2026-02-03T17:53:37.807482,2026-02-03T18:10:46.313519,correct_rejection,nb_j
nBack,ctrl01,right,right,actual,1,257,b9,experimental,3_back,space,none,NA,NA,0,,2026-02-03T17:53:37.807482,2026-02-03T18:10:49.335368,miss,nb_f
nBack,ctrl01,right,right,actual,1,258,b9,experimental,3_back,none,none,NA,NA,1,,2026-02-03T17:53:37.807482,2026-02-03T18:10:52.356478,correct_rejection,nb_l
