participant_id,trial_number,block,round,type,fixation_time,condition,version,difficulty,key_correct,hand,fixation_key_response,fixation_reaction_time_ms,stimulus_key_response,stimulus_reaction_time_ms,isi_key_response,isi_reaction_time_ms,correct,error_type,start_time,end_time
amanda5,1,practice1_1,0,actual,845,motor,1,155,100,,,,100,312,,,True,,25/08/17 22:55:57,25/08/17 22:56:01
amanda5,2,practice1_1,0,no_go,856,motor,1,144,,,,,,,,,True,,25/08/17 22:56:01,25/08/17 22:56:06
amanda5,3,practice1_1,0,actual,1188,motor,1,188,100,,,,100,268,,,True,,25/08/17 22:56:06,25/08/17 22:56:11
amanda5,4,practice1_1,0,actual,883,motor,1,117,100,,,,100,410,,,True,,25/08/17 22:56:11,25/08/17 22:56:15
amanda5,5,practice1_1,0,actual,840,motor,1,160,100,,,,100,449,,,True,,25/08/17 22:56:15,25/08/17 22:56:19
amanda5,6,practice1_1,0,actual,1144,motor,1,144,100,,,,100,256,,,True,,25/08/17 22:56:19,25/08/17 22:56:24
amanda5,7,practice1_2,0,actual,1015,motor,1,15,100,,,,100,468,,,True,,25/08/17 22:56:26,25/08/17 22:56:31
amanda5,8,practice1_2,0,actual,828,motor,1,172,100,,,,100,357,,,True,,25/08/17 22:56:31,25/08/17 22:56:35
amanda5,9,practice1_2,0,actual,1017,motor,1,17,100,,,,100,330,,,True,,25/08/17 22:56:35,25/08/17 22:56:40
amanda5,10,practice1_2,0,actual,821,motor,1,179,100,,,,100,435,,,True,,25/08/17 22:56:40,25/08/17 22:56:44
amanda5,11,practice1_2,0,actual,1095,motor,1,95,100,,,,100,369,,,True,,25/08/17 22:56:44,25/08/17 22:56:49
amanda5,12,practice1_2,0,no_go,814,motor,1,186,,,,,100,439,,,False,no_go_error,25/08/17 22:56:49,25/08/17 22:56:53
amanda5,13,block1,0,actual,825,motor,1,175,100,,,,100,419,,,True,,25/08/17 22:57:00,25/08/17 22:57:03
amanda5,14,block1,0,actual,1103,motor,1,103,100,,,,100,413,,,True,,25/08/17 22:57:03,25/08/17 22:57:07
amanda5,15,block1,0,actual,1125,motor,1,125,100,,,,100,297,,,True,,25/08/17 22:57:07,25/08/17 22:57:11
amanda5,16,block1,0,actual,952,motor,1,48,100,,,,27,1077,27,413,False,incorrect_response,25/08/17 22:57:11,25/08/17 22:57:14
amanda5,17,block1,0,actual,838,motor,1,162,100,,27,110,27,244,,,False,premature_error,25/08/17 22:57:14,25/08/17 22:57:17
amanda5,18,block1,0,actual,1018,motor,1,18,100,,,,1073742049,1519,27,3,False,incorrect_response,25/08/17 22:57:17,25/08/17 22:57:21
amanda5,19,block1,0,actual,998,motor,1,2,100,,,,1073742051,623,,,False,incorrect_response,25/08/17 22:57:21,25/08/17 22:57:24
