participant_id,dominant_hand,used_hand,mode,version,trial,block,type,condition,key_correct,key_response,joy_correct,joy_response,correct,reaction_time_ms,start_time,end_time,cloze_probability,meaningful
demo1001,right,right,demo,1,1,p1,practice,predictable,d,d,NA,NA,1,,2026-02-06T12:58:54.308733,2026-02-06T12:59:11.589265,0.82,True
demo1001,right,right,demo,1,2,p1,practice,predictable,d,d,NA,NA,1,,2026-02-06T12:58:54.308733,2026-02-06T12:59:16.355840,0.88,True
demo1001,right,right,demo,1,3,p1,practice,predictable,d,d,NA,NA,1,,2026-02-06T12:58:54.308733,2026-02-06T12:59:21.606984,0.92,True
demo1001,right,right,demo,1,4,b1,experimental,switching,d,d,NA,NA,1,,2026-02-06T12:58:54.308733,2026-02-06T12:59:30.616398,0.43,True
demo1001,right,right,demo,1,5,b1,experimental,predictable,d,k,NA,NA,0,,2026-02-06T12:58:54.308733,2026-02-06T12:59:36.029890,0.89,True
demo1001,right,right,demo,1,6,b1,experimental,switching,d,k,NA,NA,0,,2026-02-06T12:58:54.308733,2026-02-06T12:59:41.407792,0.44,True
