task,participant_id,dominant_hand,used_hand,mode,version,trial,block,type,condition,key_correct,key_response,joy_correct,joy_response,correct,reaction_time,start_time,end_time,cloze_probability,meaningful
SD,demo01,right,right,demo,1,1,p1,practice,Practice,d,d,NA,NA,1,0,2026-02-13 16:34:14.648202,2026-02-13T16:34:14.681001,0.86,True
SD,demo01,right,right,demo,1,2,b1,experimental,Meaningless,k,k,NA,NA,1,0,2026-02-13T16:34:23.681221,2026-02-13T16:34:23.728705,0.8,False
SD,demo01,right,right,demo,1,3,b1,experimental,Predictable,d,d,NA,NA,1,0,2026-02-13T16:34:28.670491,2026-02-13T16:34:28.702008,0.89,True
SD,demo01,right,right,demo,1,4,b1,experimental,Meaningless,k,k,NA,NA,1,0,2026-02-13T16:34:35.175056,2026-02-13T16:34:35.225100,0.87,False
