participant_id,dominant_hand,used_hand,mode,version,trial,block,type,condition,key_correct,key_response,joy_correct,joy_response,correct,reaction_time_ms,start_time,end_time,predictability,cloze_probability,meaningful
demo001,right,right,demo,1,1,p1,p1,predictable,d,d,NA,NA,1,,2026-02-06T12:06:43.313882,2026-02-06T12:06:58.418909,high,0.92,True
demo001,right,right,demo,1,2,p1,p1,predictable,d,d,NA,NA,1,,2026-02-06T12:06:43.313882,2026-02-06T12:07:04.124126,high,0.88,True
demo001,right,right,demo,1,3,p1,p1,meaningless,k,d,NA,NA,0,,2026-02-06T12:06:43.313882,2026-02-06T12:07:10.892838,low,0.36,False
demo001,right,right,demo,1,4,p1,p1,switching,d,d,NA,NA,1,,2026-02-06T12:06:43.313882,2026-02-06T12:07:18.220446,low,0.41,True
demo001,right,right,demo,1,5,p1,p1,switching,d,d,NA,NA,1,,2026-02-06T12:06:43.313882,2026-02-06T12:07:25.494497,low,0.34,True
demo001,right,right,demo,1,6,p1,p1,meaningless,k,d,NA,NA,0,,2026-02-06T12:06:43.313882,2026-02-06T12:07:34.672130,low,0.35,False
demo001,right,right,demo,1,7,p1,p1,predictable,d,d,NA,NA,1,,2026-02-06T12:06:43.313882,2026-02-06T12:07:43.730537,high,0.87,True
demo001,right,right,demo,1,8,p1,p1,predictable,d,d,NA,NA,1,,2026-02-06T12:06:43.313882,2026-02-06T12:07:52.062910,high,0.82,True
demo001,right,right,demo,1,9,p1,p1,switching,d,d,NA,NA,1,,2026-02-06T12:06:43.313882,2026-02-06T12:08:01.531344,low,0.43,True
