participant_id,dominant_hand,used_hand,mode,version,trial,block,type,condition,key_correct,key_response,joy_correct,joy_response,correct,reaction_time_ms,start_time,end_time,cloze_probability,meaningful
demo801,right,right,demo,1,1,p1,p1,predictable,d,d,NA,NA,1,,2026-02-06T12:42:22.989495,2026-02-06T12:42:37.899717,0.92,True
demo801,right,right,demo,1,2,p1,p1,predictable,d,k,NA,NA,0,,2026-02-06T12:42:22.989495,2026-02-06T12:42:45.384816,0.82,True
demo801,right,right,demo,1,3,p1,p1,meaningless,k,d,NA,NA,0,,2026-02-06T12:42:22.989495,2026-02-06T12:42:53.259876,0.35,False
demo801,right,right,demo,1,4,p1,p1,switching,d,d,NA,NA,1,,2026-02-06T12:42:22.989495,2026-02-06T12:43:01.237883,0.43,True
demo801,right,right,demo,1,5,p1,p1,meaningless,k,,NA,NA,timeout,,2026-02-06T12:42:22.989495,2026-02-06T12:43:12.018008,0.36,False
