task,participant_id,dominant_hand,used_hand,mode,version,trial,block,type,condition,key_correct,key_response,joy_correct,joy_response,correct,reaction_time,start_time,end_time,cloze_probability,meaningful
SD,demo01,right,right,demo,1,1,p1,practice,Practice,k,k,NA,NA,1,0,16424,2026-02-13T16:30:42.943166,0.81,False
SD,demo01,right,right,demo,1,2,b1,experimental,Predictable,d,d,NA,NA,1,0,24649,2026-02-13T16:30:51.166072,0.88,True
SD,demo01,right,right,demo,1,3,b1,experimental,Predictable,d,d,NA,NA,1,0,31106,2026-02-13T16:30:57.625321,0.86,True
SD,demo01,right,right,demo,1,4,b1,experimental,Meaningless,k,k,NA,NA,1,0,36294,2026-02-13T16:31:02.813287,0.94,False
