task,participant_id,dominant_hand,used_hand,mode,version,trial,block,type,condition,key_correct,key_response,joy_correct,joy_response,correct,reaction_time,start_time,end_time,cloze_probability,meaningful
SD,demoreal02,right,right,actual,2,1,p1,practice,Practice,NA,NA,d,left,0,978,2026-02-13T04:14:53.094381,2026-02-13T04:15:23.346253,0.35,True
SD,demoreal02,right,right,actual,2,2,p1,practice,Practice,NA,NA,d,left,0,920,2026-02-13T04:14:53.094381,2026-02-13T04:15:31.563732,0.33,True
SD,demoreal02,right,right,actual,2,3,p1,practice,Practice,NA,NA,k,right,0,1632,2026-02-13T04:14:53.094381,2026-02-13T04:15:39.479218,0.94,False
SD,demoreal02,right,right,actual,2,4,p1,practice,Practice,NA,NA,k,,timeout,4000,2026-02-13T04:14:53.094381,2026-02-13T04:15:50.851060,0.82,False
