task,participant_id,dominant_hand,used_hand,mode,version,trial,block,type,condition,key_correct,key_response,joy_correct,joy_response,correct,reaction_time,start_time,end_time,cloze_probability,meaningful
SD,aDemo01,right,right,demo,1,1,p1,practice,Practice,NA,NA,left,left,1,870,2026-02-13T13:06:33.794686,2026-02-13T13:06:50.725895,0.87,True
SD,aDemo01,right,right,demo,1,2,p1,practice,Practice,NA,NA,right,left,0,1779,2026-02-13T13:06:33.794686,2026-02-13T13:06:57.273134,0.32,False
SD,aDemo01,right,right,demo,1,3,p1,practice,Practice,NA,NA,left,right,0,725,2026-02-13T13:06:33.794686,2026-02-13T13:07:03.273244,0.95,True
