task,participant_id,dominant_hand,used_hand,mode,version,trial,block,type,condition,key_correct,key_response,joy_correct,joy_response,correct,reaction_time,start_time,end_time,cloze_probability,meaningful
SD,demo01,right,right,demo,1,1,p1,practice,Practice,k,k,NA,NA,1,660,2026-02-13T16:36:38.711695,2026-02-13T16:36:38.725273,0.94,FALSE
SD,demo01,right,right,demo,1,2,b1,experimental,Predictable,d,d,NA,NA,1,654,2026-02-13T16:36:45.572052,2026-02-13T16:36:45.604315,0.86,TRUE
SD,demo01,right,right,demo,1,3,b1,experimental,Switching,d,k,NA,NA,0,693,2026-02-13T16:36:50.603496,2026-02-13T16:36:50.635903,0.84,TRUE
SD,demo01,right,right,demo,1,4,b1,experimental,Meaningless,k,k,NA,NA,1,500,2026-02-13T16:36:56.521965,2026-02-13T16:36:56.565048,0.9,FALSE
