participant_id,item_number,letter_name,rotation_angle,mirrored,block,reaction_time_ms,correct,start_time,end_time,break_duration_s
b,1,F,-15,1,demo,423,1,2025-04-27 05:48:05,2025-04-27 05:48:30,0
b,2,R,-135,0,demo,390,1,2025-04-27 05:48:05,2025-04-27 05:48:30,0
b,3,J,-45,1,demo,622,1,2025-04-27 05:48:05,2025-04-27 05:48:30,0
b,4,G,0,1,demo,225,1,2025-04-27 05:48:05,2025-04-27 05:48:30,0
b,5,F,105,0,demo,62,1,2025-04-27 05:48:05,2025-04-27 05:48:30,0
