participant_id,item_number,letter_name,rotation_angle,mirrored,block,reaction_time_ms,correct,start_time,end_time,break_duration_s
YC_001,1,F,-15,1,demo,2000,0,2025-05-01 16:37:13,2025-05-01 16:39:34,3
YC_001,2,R,-135,0,demo,2000,0,2025-05-01 16:37:13,2025-05-01 16:39:34,3
YC_001,3,J,-45,1,demo,1226,1,2025-05-01 16:37:13,2025-05-01 16:39:34,3
YC_001,4,G,0,1,demo,2000,0,2025-05-01 16:37:13,2025-05-01 16:39:34,3
YC_001,5,F,105,0,demo,1,1,2025-05-01 16:37:13,2025-05-01 16:39:34,3
