participant_id,item_number,letter_name,rotation_angle,mirrored,block,reaction_time_ms,correct,start_time,end_time,break_duration_s
ocho,1,5,N/A,N/A,demo,2000,0,2025-05-02 02:32:50,2025-05-02 02:34:20,3
ocho,2,4,N/A,N/A,demo,2000,0,2025-05-02 02:32:50,2025-05-02 02:34:20,3
ocho,3,3,N/A,N/A,demo,2000,0,2025-05-02 02:32:50,2025-05-02 02:34:20,3
ocho,4,2,N/A,N/A,demo,874,1,2025-05-02 02:32:50,2025-05-02 02:34:20,3
ocho,5,1,N/A,N/A,demo,648,1,2025-05-02 02:32:50,2025-05-02 02:34:20,3
